icd10_code,short_desc,long_desc,description,category_code,category_desc,includes,excludes1,excludes2,code_first,use_additional,is_billable,is_chronic
C17.0,Lung and Other Severe Cancers,Lung and Other Severe Cancers,Lung and Other Severe Cancers,C17,,,,,,,True,True
C17.1,Lung and Other Severe Cancers,Lung and Other Severe Cancers,Lung and Other Severe Cancers,C17,,,,,,,True,True
C17.2,Lung and Other Severe Cancers,Lung and Other Severe Cancers,Lung and Other Severe Cancers,C17,,,,,,,True,True
C17.3,Lung and Other Severe Cancers,Lung and Other Severe Cancers,Lung and Other Severe Cancers,C17,,,,,,,True,True
C17.8,Lung and Other Severe Cancers,Lung and Other Severe Cancers,Lung and Other Severe Cancers,C17,,,,,,,True,True
C17.9,Lung and Other Severe Cancers,Lung and Other Severe Cancers,Lung and Other Severe Cancers,C17,,,,,,,True,True
C18.0,"Bladder, Colorectal, and Other Cancers","Bladder, Colorectal, and Other Cancers","Bladder, Colorectal, and Other Cancers",C18,,,,,,,True,True
C18.1,"Bladder, Colorectal, and Other Cancers","Bladder, Colorectal, and Other Cancers","Bladder, Colorectal, and Other Cancers",C18,,,,,,,True,True
C18.2,"Bladder, Colorectal, and Other Cancers","Bladder, Colorectal, and Other Cancers","Bladder, Colorectal, and Other Cancers",C18,,,,,,,True,True
C18.3,"Bladder, Colorectal, and Other Cancers","Bladder, Colorectal, and Other Cancers","Bladder, Colorectal, and Other Cancers",C18,,,,,,,True,True
C18.4,"Bladder, Colorectal, and Other Cancers","Bladder, Colorectal, and Other Cancers","Bladder, Colorectal, and Other Cancers",C18,,,,,,,True,True
C18.5,"Bladder, Colorectal, and Other Cancers","Bladder, Colorectal, and Other Cancers","Bladder, Colorectal, and Other Cancers",C18,,,,,,,True,True
C18.6,"Bladder, Colorectal, and Other Cancers","Bladder, Colorectal, and Other Cancers","Bladder, Colorectal, and Other Cancers",C18,,,,,,,True,True
C18.7,"Bladder, Colorectal, and Other Cancers","Bladder, Colorectal, and Other Cancers","Bladder, Colorectal, and Other Cancers",C18,,,,,,,True,True
C18.8,"Bladder, Colorectal, and Other Cancers","Bladder, Colorectal, and Other Cancers","Bladder, Colorectal, and Other Cancers",C18,,,,,,,True,True
C18.9,"Bladder, Colorectal, and Other Cancers","Bladder, Colorectal, and Other Cancers","Bladder, Colorectal, and Other Cancers",C18,,,,,,,True,True
C19,"Bladder, Colorectal, and Other Cancers","Bladder, Colorectal, and Other Cancers","Bladder, Colorectal, and Other Cancers",C19,,,,,,,True,True
C20,"Bladder, Colorectal, and Other Cancers","Bladder, Colorectal, and Other Cancers","Bladder, Colorectal, and Other Cancers",C20,,,,,,,True,True
C21.0,"Bladder, Colorectal, and Other Cancers","Bladder, Colorectal, and Other Cancers","Bladder, Colorectal, and Other Cancers",C21,,,,,,,True,True
C21.1,"Bladder, Colorectal, and Other Cancers","Bladder, Colorectal, and Other Cancers","Bladder, Colorectal, and Other Cancers",C21,,,,,,,True,True
C21.2,"Bladder, Colorectal, and Other Cancers","Bladder, Colorectal, and Other Cancers","Bladder, Colorectal, and Other Cancers",C21,,,,,,,True,True
C21.8,"Bladder, Colorectal, and Other Cancers","Bladder, Colorectal, and Other Cancers","Bladder, Colorectal, and Other Cancers",C21,,,,,,,True,True
C22.0,Lung and Other Severe Cancers,Lung and Other Severe Cancers,Lung and Other Severe Cancers,C22,,,,,,,True,True
C22.1,Lung and Other Severe Cancers,Lung and Other Severe Cancers,Lung and Other Severe Cancers,C22,,,,,,,True,True
C22.2,Lung and Other Severe Cancers,Lung and Other Severe Cancers,Lung and Other Severe Cancers,C22,,,,,,,True,True
C22.3,Lung and Other Severe Cancers,Lung and Other Severe Cancers,Lung and Other Severe Cancers,C22,,,,,,,True,True
C22.4,Lung and Other Severe Cancers,Lung and Other Severe Cancers,Lung and Other Severe Cancers,C22,,,,,,,True,True
C22.7,Lung and Other Severe Cancers,Lung and Other Severe Cancers,Lung and Other Severe Cancers,C22,,,,,,,True,True
C22.8,Lung and Other Severe Cancers,Lung and Other Severe Cancers,Lung and Other Severe Cancers,C22,,,,,,,True,True
C22.9,Lung and Other Severe Cancers,Lung and Other Severe Cancers,Lung and Other Severe Cancers,C22,,,,,,,True,True
C23,Lung and Other Severe Cancers,Lung and Other Severe Cancers,Lung and Other Severe Cancers,C23,,,,,,,True,True
C24.0,Lung and Other Severe Cancers,Lung and Other Severe Cancers,Lung and Other Severe Cancers,C24,,,,,,,True,True
C24.1,Lung and Other Severe Cancers,Lung and Other Severe Cancers,Lung and Other Severe Cancers,C24,,,,,,,True,True
C24.8,Lung and Other Severe Cancers,Lung and Other Severe Cancers,Lung and Other Severe Cancers,C24,,,,,,,True,True
C24.9,Lung and Other Severe Cancers,Lung and Other Severe Cancers,Lung and Other Severe Cancers,C24,,,,,,,True,True
C25.0,Lung and Other Severe Cancers,Lung and Other Severe Cancers,Lung and Other Severe Cancers,C25,,,,,,,True,True
C25.1,Lung and Other Severe Cancers,Lung and Other Severe Cancers,Lung and Other Severe Cancers,C25,,,,,,,True,True
C25.2,Lung and Other Severe Cancers,Lung and Other Severe Cancers,Lung and Other Severe Cancers,C25,,,,,,,True,True
C25.3,Lung and Other Severe Cancers,Lung and Other Severe Cancers,Lung and Other Severe Cancers,C25,,,,,,,True,True
C25.4,Lung and Other Severe Cancers,Lung and Other Severe Cancers,Lung and Other Severe Cancers,C25,,,,,,,True,True
C25.7,Lung and Other Severe Cancers,Lung and Other Severe Cancers,Lung and Other Severe Cancers,C25,,,,,,,True,True
C25.8,Lung and Other Severe Cancers,Lung and Other Severe Cancers,Lung and Other Severe Cancers,C25,,,,,,,True,True
C25.9,Lung and Other Severe Cancers,Lung and Other Severe Cancers,Lung and Other Severe Cancers,C25,,,,,,,True,True
C26.0,"Bladder, Colorectal, and Other Cancers","Bladder, Colorectal, and Other Cancers","Bladder, Colorectal, and Other Cancers",C26,,,,,,,True,True
C26.1,"Bladder, Colorectal, and Other Cancers","Bladder, Colorectal, and Other Cancers","Bladder, Colorectal, and Other Cancers",C26,,,,,,,True,True
C26.9,"Bladder, Colorectal, and Other Cancers","Bladder, Colorectal, and Other Cancers","Bladder, Colorectal, and Other Cancers",C26,,,,,,,True,True
C30.0,Lymphoma and Other Cancers,Lymphoma and Other Cancers,Lymphoma and Other Cancers,C30,,,,,,,True,True
C30.1,Lymphoma and Other Cancers,Lymphoma and Other Cancers,Lymphoma and Other Cancers,C30,,,,,,,True,True
C31.0,Lymphoma and Other Cancers,Lymphoma and Other Cancers,Lymphoma and Other Cancers,C31,,,,,,,True,True
C31.1,Lymphoma and Other Cancers,Lymphoma and Other Cancers,Lymphoma and Other Cancers,C31,,,,,,,True,True
C31.2,Lymphoma and Other Cancers,Lymphoma and Other Cancers,Lymphoma and Other Cancers,C31,,,,,,,True,True
C31.3,Lymphoma and Other Cancers,Lymphoma and Other Cancers,Lymphoma and Other Cancers,C31,,,,,,,True,True
C31.8,Lymphoma and Other Cancers,Lymphoma and Other Cancers,Lymphoma and Other Cancers,C31,,,,,,,True,True
C31.9,Lymphoma and Other Cancers,Lymphoma and Other Cancers,Lymphoma and Other Cancers,C31,,,,,,,True,True
C32.0,Lymphoma and Other Cancers,Lymphoma and Other Cancers,Lymphoma and Other Cancers,C32,,,,,,,True,True
C32.1,Lymphoma and Other Cancers,Lymphoma and Other Cancers,Lymphoma and Other Cancers,C32,,,,,,,True,True
C32.2,Lymphoma and Other Cancers,Lymphoma and Other Cancers,Lymphoma and Other Cancers,C32,,,,,,,True,True
C32.3,Lymphoma and Other Cancers,Lymphoma and Other Cancers,Lymphoma and Other Cancers,C32,,,,,,,True,True
C32.8,Lymphoma and Other Cancers,Lymphoma and Other Cancers,Lymphoma and Other Cancers,C32,,,,,,,True,True
C32.9,Lymphoma and Other Cancers,Lymphoma and Other Cancers,Lymphoma and Other Cancers,C32,,,,,,,True,True
C33,Lung and Other Severe Cancers,Lung and Other Severe Cancers,Lung and Other Severe Cancers,C33,,,,,,,True,True
C34.00,Lung and Other Severe Cancers,Lung and Other Severe Cancers,Lung and Other Severe Cancers,C34,,,,,,,True,True
C34.01,Lung and Other Severe Cancers,Lung and Other Severe Cancers,Lung and Other Severe Cancers,C34,,,,,,,True,True
C34.02,Lung and Other Severe Cancers,Lung and Other Severe Cancers,Lung and Other Severe Cancers,C34,,,,,,,True,True
C34.10,Lung and Other Severe Cancers,Lung and Other Severe Cancers,Lung and Other Severe Cancers,C34,,,,,,,True,True
C34.11,Lung and Other Severe Cancers,Lung and Other Severe Cancers,Lung and Other Severe Cancers,C34,,,,,,,True,True
C34.12,Lung and Other Severe Cancers,Lung and Other Severe Cancers,Lung and Other Severe Cancers,C34,,,,,,,True,True
C34.2,Lung and Other Severe Cancers,Lung and Other Severe Cancers,Lung and Other Severe Cancers,C34,,,,,,,True,True
C34.30,Lung and Other Severe Cancers,Lung and Other Severe Cancers,Lung and Other Severe Cancers,C34,,,,,,,True,True
C34.31,Lung and Other Severe Cancers,Lung and Other Severe Cancers,Lung and Other Severe Cancers,C34,,,,,,,True,True
C34.32,Lung and Other Severe Cancers,Lung and Other Severe Cancers,Lung and Other Severe Cancers,C34,,,,,,,True,True
C34.80,Lung and Other Severe Cancers,Lung and Other Severe Cancers,Lung and Other Severe Cancers,C34,,,,,,,True,True
C34.81,Lung and Other Severe Cancers,Lung and Other Severe Cancers,Lung and Other Severe Cancers,C34,,,,,,,True,True
C34.82,Lung and Other Severe Cancers,Lung and Other Severe Cancers,Lung and Other Severe Cancers,C34,,,,,,,True,True
C34.90,Lung and Other Severe Cancers,Lung and Other Severe Cancers,Lung and Other Severe Cancers,C34,,,,,,,True,True
C34.91,Lung and Other Severe Cancers,Lung and Other Severe Cancers,Lung and Other Severe Cancers,C34,,,,,,,True,True
C34.92,Lung and Other Severe Cancers,Lung and Other Severe Cancers,Lung and Other Severe Cancers,C34,,,,,,,True,True
C37,Lymphoma and Other Cancers,Lymphoma and Other Cancers,Lymphoma and Other Cancers,C37,,,,,,,True,True
C38.0,Lung and Other Severe Cancers,Lung and Other Severe Cancers,Lung and Other Severe Cancers,C38,,,,,,,True,True
C38.1,Lymphoma and Other Cancers,Lymphoma and Other Cancers,Lymphoma and Other Cancers,C38,,,,,,,True,True
C38.2,Lymphoma and Other Cancers,Lymphoma and Other Cancers,Lymphoma and Other Cancers,C38,,,,,,,True,True
C38.3,Lymphoma and Other Cancers,Lymphoma and Other Cancers,Lymphoma and Other Cancers,C38,,,,,,,True,True
C38.4,Lung and Other Severe Cancers,Lung and Other Severe Cancers,Lung and Other Severe Cancers,C38,,,,,,,True,True
C38.8,Lymphoma and Other Cancers,Lymphoma and Other Cancers,Lymphoma and Other Cancers,C38,,,,,,,True,True
C39.0,Lymphoma and Other Cancers,Lymphoma and Other Cancers,Lymphoma and Other Cancers,C39,,,,,,,True,True
C39.9,Lymphoma and Other Cancers,Lymphoma and Other Cancers,Lymphoma and Other Cancers,C39,,,,,,,True,True
C40.00,Lymphoma and Other Cancers,Lymphoma and Other Cancers,Lymphoma and Other Cancers,C40,,,,,,,True,True
C40.01,Lymphoma and Other Cancers,Lymphoma and Other Cancers,Lymphoma and Other Cancers,C40,,,,,,,True,True
C40.02,Lymphoma and Other Cancers,Lymphoma and Other Cancers,Lymphoma and Other Cancers,C40,,,,,,,True,True
C40.10,Lymphoma and Other Cancers,Lymphoma and Other Cancers,Lymphoma and Other Cancers,C40,,,,,,,True,True
C40.11,Lymphoma and Other Cancers,Lymphoma and Other Cancers,Lymphoma and Other Cancers,C40,,,,,,,True,True
C40.12,Lymphoma and Other Cancers,Lymphoma and Other Cancers,Lymphoma and Other Cancers,C40,,,,,,,True,True
C40.20,Lymphoma and Other Cancers,Lymphoma and Other Cancers,Lymphoma and Other Cancers,C40,,,,,,,True,True
C40.21,Lymphoma and Other Cancers,Lymphoma and Other Cancers,Lymphoma and Other Cancers,C40,,,,,,,True,True
C40.22,Lymphoma and Other Cancers,Lymphoma and Other Cancers,Lymphoma and Other Cancers,C40,,,,,,,True,True
C40.30,Lymphoma and Other Cancers,Lymphoma and Other Cancers,Lymphoma and Other Cancers,C40,,,,,,,True,True
C40.31,Lymphoma and Other Cancers,Lymphoma and Other Cancers,Lymphoma and Other Cancers,C40,,,,,,,True,True
C40.32,Lymphoma and Other Cancers,Lymphoma and Other Cancers,Lymphoma and Other Cancers,C40,,,,,,,True,True
C40.80,Lymphoma and Other Cancers,Lymphoma and Other Cancers,Lymphoma and Other Cancers,C40,,,,,,,True,True
C40.81,Lymphoma and Other Cancers,Lymphoma and Other Cancers,Lymphoma and Other Cancers,C40,,,,,,,True,True
C40.82,Lymphoma and Other Cancers,Lymphoma and Other Cancers,Lymphoma and Other Cancers,C40,,,,,,,True,True
C40.90,Lymphoma and Other Cancers,Lymphoma and Other Cancers,Lymphoma and Other Cancers,C40,,,,,,,True,True
C40.91,Lymphoma and Other Cancers,Lymphoma and Other Cancers,Lymphoma and Other Cancers,C40,,,,,,,True,True
C40.92,Lymphoma and Other Cancers,Lymphoma and Other Cancers,Lymphoma and Other Cancers,C40,,,,,,,True,True
C41.0,Lymphoma and Other Cancers,Lymphoma and Other Cancers,Lymphoma and Other Cancers,C41,,,,,,,True,True
C41.1,Lymphoma and Other Cancers,Lymphoma and Other Cancers,Lymphoma and Other Cancers,C41,,,,,,,True,True
C41.2,Lymphoma and Other Cancers,Lymphoma and Other Cancers,Lymphoma and Other Cancers,C41,,,,,,,True,True
C41.3,Lymphoma and Other Cancers,Lymphoma and Other Cancers,Lymphoma and Other Cancers,C41,,,,,,,True,True
C41.4,Lymphoma and Other Cancers,Lymphoma and Other Cancers,Lymphoma and Other Cancers,C41,,,,,,,True,True
C41.9,Lymphoma and Other Cancers,Lymphoma and Other Cancers,Lymphoma and Other Cancers,C41,,,,,,,True,True
C43.0,"Prostate, Breast, and Other Cancers and Tumors","Prostate, Breast, and Other Cancers and Tumors","Prostate, Breast, and Other Cancers and Tumors",C43,,,,,,,True,True
C43.10,"Prostate, Breast, and Other Cancers and Tumors","Prostate, Breast, and Other Cancers and Tumors","Prostate, Breast, and Other Cancers and Tumors",C43,,,,,,,True,True
C43.111,"Prostate, Breast, and Other Cancers and Tumors","Prostate, Breast, and Other Cancers and Tumors","Prostate, Breast, and Other Cancers and Tumors",C43,,,,,,,True,True
C43.112,"Prostate, Breast, and Other Cancers and Tumors","Prostate, Breast, and Other Cancers and Tumors","Prostate, Breast, and Other Cancers and Tumors",C43,,,,,,,True,True
C43.121,"Prostate, Breast, and Other Cancers and Tumors","Prostate, Breast, and Other Cancers and Tumors","Prostate, Breast, and Other Cancers and Tumors",C43,,,,,,,True,True
C43.122,"Prostate, Breast, and Other Cancers and Tumors","Prostate, Breast, and Other Cancers and Tumors","Prostate, Breast, and Other Cancers and Tumors",C43,,,,,,,True,True
C43.20,"Prostate, Breast, and Other Cancers and Tumors","Prostate, Breast, and Other Cancers and Tumors","Prostate, Breast, and Other Cancers and Tumors",C43,,,,,,,True,True
C43.21,"Prostate, Breast, and Other Cancers and Tumors","Prostate, Breast, and Other Cancers and Tumors","Prostate, Breast, and Other Cancers and Tumors",C43,,,,,,,True,True
C43.22,"Prostate, Breast, and Other Cancers and Tumors","Prostate, Breast, and Other Cancers and Tumors","Prostate, Breast, and Other Cancers and Tumors",C43,,,,,,,True,True
C43.30,"Prostate, Breast, and Other Cancers and Tumors","Prostate, Breast, and Other Cancers and Tumors","Prostate, Breast, and Other Cancers and Tumors",C43,,,,,,,True,True
C43.31,"Prostate, Breast, and Other Cancers and Tumors","Prostate, Breast, and Other Cancers and Tumors","Prostate, Breast, and Other Cancers and Tumors",C43,,,,,,,True,True
C43.39,"Prostate, Breast, and Other Cancers and Tumors","Prostate, Breast, and Other Cancers and Tumors","Prostate, Breast, and Other Cancers and Tumors",C43,,,,,,,True,True
C43.4,"Prostate, Breast, and Other Cancers and Tumors","Prostate, Breast, and Other Cancers and Tumors","Prostate, Breast, and Other Cancers and Tumors",C43,,,,,,,True,True
C43.51,"Prostate, Breast, and Other Cancers and Tumors","Prostate, Breast, and Other Cancers and Tumors","Prostate, Breast, and Other Cancers and Tumors",C43,,,,,,,True,True
C43.52,"Prostate, Breast, and Other Cancers and Tumors","Prostate, Breast, and Other Cancers and Tumors","Prostate, Breast, and Other Cancers and Tumors",C43,,,,,,,True,True
C43.59,"Prostate, Breast, and Other Cancers and Tumors","Prostate, Breast, and Other Cancers and Tumors","Prostate, Breast, and Other Cancers and Tumors",C43,,,,,,,True,True
C43.60,"Prostate, Breast, and Other Cancers and Tumors","Prostate, Breast, and Other Cancers and Tumors","Prostate, Breast, and Other Cancers and Tumors",C43,,,,,,,True,True
C43.61,"Prostate, Breast, and Other Cancers and Tumors","Prostate, Breast, and Other Cancers and Tumors","Prostate, Breast, and Other Cancers and Tumors",C43,,,,,,,True,True
C43.62,"Prostate, Breast, and Other Cancers and Tumors","Prostate, Breast, and Other Cancers and Tumors","Prostate, Breast, and Other Cancers and Tumors",C43,,,,,,,True,True
C43.70,"Prostate, Breast, and Other Cancers and Tumors","Prostate, Breast, and Other Cancers and Tumors","Prostate, Breast, and Other Cancers and Tumors",C43,,,,,,,True,True
C43.71,"Prostate, Breast, and Other Cancers and Tumors","Prostate, Breast, and Other Cancers and Tumors","Prostate, Breast, and Other Cancers and Tumors",C43,,,,,,,True,True
C43.72,"Prostate, Breast, and Other Cancers and Tumors","Prostate, Breast, and Other Cancers and Tumors","Prostate, Breast, and Other Cancers and Tumors",C43,,,,,,,True,True
C43.8,"Prostate, Breast, and Other Cancers and Tumors","Prostate, Breast, and Other Cancers and Tumors","Prostate, Breast, and Other Cancers and Tumors",C43,,,,,,,True,True
C43.9,"Prostate, Breast, and Other Cancers and Tumors","Prostate, Breast, and Other Cancers and Tumors","Prostate, Breast, and Other Cancers and Tumors",C43,,,,,,,True,True
C45.0,"Myelodysplastic Syndromes, Multiple Myeloma, and Other Cancers","Myelodysplastic Syndromes, Multiple Myeloma, and Other Cancers","Myelodysplastic Syndromes, Multiple Myeloma, and Other Cancers",C45,,,,,,,True,True
C45.1,"Myelodysplastic Syndromes, Multiple Myeloma, and Other Cancers","Myelodysplastic Syndromes, Multiple Myeloma, and Other Cancers","Myelodysplastic Syndromes, Multiple Myeloma, and Other Cancers",C45,,,,,,,True,True
C45.2,"Myelodysplastic Syndromes, Multiple Myeloma, and Other Cancers","Myelodysplastic Syndromes, Multiple Myeloma, and Other Cancers","Myelodysplastic Syndromes, Multiple Myeloma, and Other Cancers",C45,,,,,,,True,True
C45.7,"Myelodysplastic Syndromes, Multiple Myeloma, and Other Cancers","Myelodysplastic Syndromes, Multiple Myeloma, and Other Cancers","Myelodysplastic Syndromes, Multiple Myeloma, and Other Cancers",C45,,,,,,,True,True
C45.9,"Myelodysplastic Syndromes, Multiple Myeloma, and Other Cancers","Myelodysplastic Syndromes, Multiple Myeloma, and Other Cancers","Myelodysplastic Syndromes, Multiple Myeloma, and Other Cancers",C45,,,,,,,True,True
C46.0,Lymphoma and Other Cancers,Lymphoma and Other Cancers,Lymphoma and Other Cancers,C46,,,,,,,True,True
C46.1,Lymphoma and Other Cancers,Lymphoma and Other Cancers,Lymphoma and Other Cancers,C46,,,,,,,True,True
C46.2,Lymphoma and Other Cancers,Lymphoma and Other Cancers,Lymphoma and Other Cancers,C46,,,,,,,True,True
C46.3,Lymphoma and Other Cancers,Lymphoma and Other Cancers,Lymphoma and Other Cancers,C46,,,,,,,True,True
C46.4,Lymphoma and Other Cancers,Lymphoma and Other Cancers,Lymphoma and Other Cancers,C46,,,,,,,True,True
C46.50,Lymphoma and Other Cancers,Lymphoma and Other Cancers,Lymphoma and Other Cancers,C46,,,,,,,True,True
C46.51,Lymphoma and Other Cancers,Lymphoma and Other Cancers,Lymphoma and Other Cancers,C46,,,,,,,True,True
C46.52,Lymphoma and Other Cancers,Lymphoma and Other Cancers,Lymphoma and Other Cancers,C46,,,,,,,True,True
C46.7,Lymphoma and Other Cancers,Lymphoma and Other Cancers,Lymphoma and Other Cancers,C46,,,,,,,True,True
C46.9,Lymphoma and Other Cancers,Lymphoma and Other Cancers,Lymphoma and Other Cancers,C46,,,,,,,True,True
